Time,Open,High,Low,Latest,Change,%Change,Volume
2003-03-06,117.24,117.59,117.17,117.41,0.07,+0.06%,0
2003-03-07,117.38,117.47,116.35,117.1,-0.31,-0.26%,0
2003-03-10,117.09,117.14,116.43,116.82,-0.28,-0.24%,0
2003-03-11,116.85,117.3,116.68,117.15,0.33,+0.28%,0
2003-03-12,117.1,117.53,117.02,117.39,0.24,+0.20%,0
2003-03-13,117.38,118.72,117.35,118.67,1.28,+1.09%,0
2003-03-14,118.57,118.78,118.05,118.28,-0.39,-0.33%,0
2003-03-17,118.13,118.68,117.58,118.54,0.26,+0.22%,0
2003-03-18,118.55,119.18,118.48,118.85,0.31,+0.26%,0
2003-03-19,118.83,120.63,118.57,120.52,1.67,+1.41%,0
2003-03-20,120.4,120.49,119.75,120.27,-0.25,-0.21%,0
2003-03-21,120.29,121.88,120.19,121.64,1.37,+1.14%,0
2003-03-24,121.07,121.32,120.38,120.79,-0.85,-0.70%,0
2003-03-25,120.71,120.77,119.42,120.2,-0.59,-0.49%,0
2003-03-26,120.06,120.48,119.85,119.97,-0.23,-0.19%,0
2003-03-27,119.92,120.05,119.6,119.96,-0.01,-0.01%,0
2003-03-28,120.01,120.4,119.49,119.77,-0.19,-0.16%,0
2003-03-31,119.78,120.18,117.87,117.91,-1.86,-1.55%,0
2003-04-01,118.07,118.49,117.83,118.01,0.1,+0.08%,0
2003-04-02,117.91,119.24,117.64,118.96,0.95,+0.81%,0
2003-04-03,118.94,119.69,118.54,119.37,0.41,+0.34%,0
2003-04-04,119.38,120.18,119.17,119.91,0.54,+0.45%,0
2003-04-07,120.32,120.89,119.67,119.73,-0.18,-0.15%,0
2003-04-08,119.74,120.14,119.45,119.87,0.14,+0.12%,0
2003-04-09,119.85,120.66,119.65,120.16,0.29,+0.24%,0
2003-04-10,120.08,120.29,119.18,119.61,-0.55,-0.46%,0
