Time,Open,High,Low,Latest,Change,%Change,Volume
2002-02-18,10.5367,10.5651,10.4755,10.5574,0.0361,+0.34%,0
2002-02-19,10.5595,10.6162,10.4723,10.5029,-0.0545,-0.52%,0
2002-02-20,10.5054,10.5675,10.4721,10.5671,0.0642,+0.61%,0
2002-02-21,10.5662,10.5768,10.4795,10.5079,-0.0592,-0.56%,0
2002-02-22,10.512,10.5405,10.4223,10.4492,-0.0587,-0.56%,0
2002-02-25,10.4548,10.4748,10.4227,10.4569,0.0077,+0.07%,0
2002-02-26,10.458,10.5536,10.3982,10.5046,0.0477,+0.46%,0
2002-02-27,10.5047,10.52,10.4718,10.4946,-0.01,-0.10%,0
2002-02-28,10.4972,10.5135,10.4249,10.4399,-0.0547,-0.52%,0
2002-03-01,10.4269,10.5243,10.4118,10.5083,0.0684,+0.66%,0
2002-03-04,10.507,10.5091,10.3825,10.3915,-0.1168,-1.11%,0
2002-03-05,10.3957,10.4384,10.3296,10.3457,-0.0458,-0.44%,0
2002-03-06,10.3473,10.3836,10.314,10.3226,-0.0231,-0.22%,0
2002-03-07,10.324,10.366,10.2483,10.2615,-0.0611,-0.59%,0
2002-03-08,10.2838,10.4106,10.2758,10.392,0.1305,+1.27%,0
2002-03-11,10.3832,10.4019,10.3421,10.3533,-0.0387,-0.37%,0
2002-03-12,10.3668,10.4554,10.3496,10.3861,0.0328,+0.32%,0
2002-03-13,10.3863,10.454,10.3587,10.4121,0.026,+0.25%,0
2002-03-14,10.4097,10.4216,10.3282,10.346,-0.0661,-0.63%,0
2002-03-15,10.3334,10.3547,10.2913,10.3529,0.0069,+0.07%,0
2002-03-18,10.3555,10.3787,10.2768,10.2841,-0.0688,-0.66%,0
2002-03-19,10.2868,10.2985,10.2398,10.2448,-0.0393,-0.38%,0
2002-03-20,10.247,10.281,10.1649,10.1994,-0.0454,-0.44%,0
2002-03-21,10.1803,10.2374,10.172,10.2158,0.0164,+0.16%,0
2002-03-22,10.2132,10.2922,10.1983,10.2669,0.0511,+0.50%,0
2002-03-25,10.2726,10.305,10.2523,10.256,-0.0109,-0.11%,0
2002-03-26,10.2671,10.3162,10.2461,10.292,0.036,+0.35%,0
2002-03-27,10.296,10.3533,10.2787,10.3478,0.0558,+0.54%,0
2002-03-28,10.3468,10.3947,10.3227,10.3756,0.0278,+0.27%,0
2002-03-29,10.3585,10.3585,10.3585,10.3585,-0.0171,-0.16%,0
2002-04-01,10.36,10.3646,10.2169,10.2381,-0.1204,-1.16%,0
2002-04-02,10.2417,10.2907,10.2365,10.268,0.0299,+0.29%,0
2002-04-03,10.2783,10.3096,10.2627,10.2944,0.0264,+0.26%,0
2002-04-04,10.2932,10.3416,10.2463,10.3003,0.0059,+0.06%,0
2002-04-05,10.2934,10.3078,10.2433,10.264,-0.0363,-0.35%,0
2002-04-08,10.2685,10.3895,10.2625,10.3829,0.1189,+1.16%,0
2002-04-09,10.3658,10.3934,10.3183,10.3404,-0.0425,-0.41%,0
2002-04-10,10.3658,10.3934,10.3183,10.3404,0,0.00%,0
2002-04-11,10.3335,10.3526,10.2751,10.2985,-0.0419,-0.41%,0
2002-04-12,10.3126,10.3549,10.3029,10.3123,0.0138,+0.13%,0
2002-04-15,10.32,10.3686,10.2703,10.3517,0.0394,+0.38%,0
2002-04-16,10.3578,10.4156,10.3073,10.3897,0.038,+0.37%,0
2002-04-17,10.3791,10.4038,10.2773,10.2809,-0.1088,-1.05%,0
2002-04-18,10.2784,10.3654,10.2526,10.3165,0.0356,+0.35%,0
2002-04-19,10.3147,10.3231,10.2657,10.2725,-0.044,-0.43%,0
2002-04-22,10.2937,10.3895,10.2788,10.3359,0.0634,+0.62%,0
2002-04-23,10.3363,10.3706,10.3166,10.339,0.0031,+0.03%,0
2002-04-24,10.3365,10.3557,10.2932,10.3135,-0.0255,-0.25%,0
